id	DESeq2_logFC	DESeq2_padj	edgeR_logFC	edgeR_padj	maxPadj	minPadj
LIAS	0.964625348726213	0.000647009749448421	1.02089701209641	0.00121119513486216	0.00121119513486216	0.000647009749448421
SCFD1	0.740027489207494	0.000392112755523485	0.797704978017989	0.00121579316274311	0.00121579316274311	0.000392112755523485
SAMHD1	-0.867952888694463	3.17852374416914e-07	-0.809178183595764	0.00121712395171461	0.00121712395171461	3.17852374416914e-07
ADCK2	0.90147030640438	0.000360214544200681	0.961930422067012	0.0012187566538743	0.0012187566538743	0.000360214544200681
ZNF652	-1.13605557113088	0.000599689496797825	-1.08151777520501	0.0012374362939396	0.0012374362939396	0.000599689496797825
CAV2	2.38438183598101	0.00524118117348883	2.43535616099424	0.00124426944923596	0.00524118117348883	0.00124426944923596
ZNF720	1.03318095738843	0.00038704361565032	1.09036301900609	0.00124429004334217	0.00124429004334217	0.00038704361565032
ZNF799	1.06137286232039	0.00014298885964995	1.12055367346802	0.0012463150295965	0.0012463150295965	0.00014298885964995
RNF181	0.719889703495744	0.000507370254265333	0.778343905249309	0.00125484598473647	0.00125484598473647	0.000507370254265333
KDM3B	-0.779938948593015	4.87753280786193e-09	-0.720577185492402	0.00125933567278601	0.00125933567278601	4.87753280786193e-09
ZNF397	-1.06491888604745	0.000258538694433944	-1.00818809783286	0.00126203685285204	0.00126203685285204	0.000258538694433944
PLK1S1	-1.09110131918377	0.000200106109297375	-1.03151725648869	0.00126304999057781	0.00126304999057781	0.000200106109297375
LOC100630923	1.13842324776502	0.000523439814335774	1.19651976751853	0.00126347517111841	0.00126347517111841	0.000523439814335774
RHEBL1	0.998736952183453	8.1670380211938e-05	1.05911828964917	0.00126516863626489	0.00126516863626489	8.1670380211938e-05
CXXC4	1.26059122286586	0.00235514499569378	1.31589737162375	0.00126570069531006	0.00235514499569378	0.00126570069531006
ST3GAL3	1.02355064868596	0.000340031394117409	1.08439880027312	0.00126788894519156	0.00126788894519156	0.000340031394117409
KLHL8	1.12838681089554	0.00159284631972298	1.18481080687327	0.00126788894519156	0.00159284631972298	0.00126788894519156
TRAPPC1	0.69816691041889	5.89845127000132e-05	0.758466331788097	0.00127094923232687	0.00127094923232687	5.89845127000132e-05
DNAJC13	0.769272927373284	0.00132356302334589	0.828321613424227	0.00127995790192717	0.00132356302334589	0.00127995790192717
RPL32P3	1.10498009190053	0.000468547766866022	1.16246669268484	0.0012875967949362	0.0012875967949362	0.000468547766866022
DYNC1LI2	-0.855937601583175	1.24238216038428e-05	-0.797170184769633	0.0012908417402456	0.0012908417402456	1.24238216038428e-05
TRAM1	0.830959454301034	0.00314779705419168	0.889196539131661	0.00129790664644885	0.00314779705419168	0.00129790664644885
ZMYM5	1.0345058312245	0.000862622834723414	1.09075952836813	0.0013011126284733	0.0013011126284733	0.000862622834723414
METTL18	1.1414459304107	0.000488487740388948	1.19803809852614	0.00130173462343545	0.00130173462343545	0.000488487740388948
TTC35	0.84636418876264	0.00110689625633958	0.9039128389669	0.00130782529439146	0.00130782529439146	0.00110689625633958
DPP8	0.852697991641403	0.000930318644706194	0.91016663183761	0.00130932025358189	0.00130932025358189	0.000930318644706194
MOCOS	-2.2159985451359	0.00115981925325799	-2.15585903620255	0.00131458747549281	0.00131458747549281	0.00115981925325799
BMP8B	1.70379427307736	0.00495031113332977	1.76497992806833	0.00131501030488607	0.00495031113332977	0.00131501030488607
GLYCTK	1.03242686044955	0.000174266816329579	1.09330191480707	0.00131716991536635	0.00131716991536635	0.000174266816329579
NEB	-1.33475584363746	4.91676140115105e-05	-1.2742434219675	0.00131845095986546	0.00131845095986546	4.91676140115105e-05
HIST1H1D	2.45199098806259	0.0036094336094748	2.49497988538028	0.0013222989442795	0.0036094336094748	0.0013222989442795
HIST1H2AJ	2.48524451017002	0.0113917204507882	2.49004270930372	0.00132685457842847	0.0113917204507882	0.00132685457842847
KIAA1614	-1.53229675235949	0.000644230831716927	-1.46966228816948	0.00132697227517145	0.00132697227517145	0.000644230831716927
FAM8A1	0.969505915714909	0.000805201435957864	1.02737653780801	0.00132963913725374	0.00132963913725374	0.000805201435957864
YIF1B	-1.14440852528543	0.000946767007525805	-1.07987369538544	0.00133224331130841	0.00133224331130841	0.000946767007525805
SNX30	-1.20899825229992	0.000813991821846932	-1.15060324032509	0.0013358665059	0.0013358665059	0.000813991821846932
APITD1	1.08450220117768	0.000174360969020742	1.14102202765152	0.001342498274257	0.001342498274257	0.000174360969020742
PGS1	-0.907769391979083	2.32875425765686e-05	-0.847348709257076	0.00134766164131113	0.00134766164131113	2.32875425765686e-05
SYNJ2	-1.70885730985489	0.00140711507312165	-1.64907053810497	0.00134813882026993	0.00140711507312165	0.00134813882026993
LIN7B	-1.93780649207361	0.00498351297500128	-1.84438098291458	0.00134852802002766	0.00498351297500128	0.00134852802002766
RAC1	-0.802898427715177	4.13051979970844e-07	-0.743712585911225	0.00135023150570196	0.00135023150570196	4.13051979970844e-07
BRIX1	0.828222066788633	0.00250065966730692	0.886521766841072	0.00135263136422715	0.00250065966730692	0.00135263136422715
ZC4H2	-1.40053548336685	0.00145286407421048	-1.33960093712932	0.00135326801367458	0.00145286407421048	0.00135326801367458
JAGN1	0.738367292141045	0.000136468427669026	0.798609799075999	0.00136127145290969	0.00136127145290969	0.000136468427669026
NT5C3L	-0.860067558778839	6.95987464682597e-07	-0.800603827624452	0.00136339282034552	0.00136339282034552	6.95987464682597e-07
GPR98	-2.77288376633774	1	-2.7150592983856	0.00136341406699927	1	0.00136341406699927
CCPG1	1.1526052751407	0.000813991821846932	1.20905262537102	0.00136361642420266	0.00136361642420266	0.000813991821846932
TMEM110	-0.907848608919252	2.79931182482271e-06	-0.847992623381613	0.00136483470887104	0.00136483470887104	2.79931182482271e-06
DDB2	0.697254928830193	0.000175738734423329	0.757146217006741	0.00136822296190546	0.00136822296190546	0.000175738734423329
GDAP1	-0.999805126878248	0.000121258182930569	-0.940981954481011	0.00137313279225756	0.00137313279225756	0.000121258182930569
ETNK1	1.17394430970146	0.00769567285584291	1.22954293370113	0.0013775349873048	0.00769567285584291	0.0013775349873048
AKT3	-1.1673013293354	0.000349865098379704	-1.11046108387575	0.00137862932078827	0.00137862932078827	0.000349865098379704
EZH1	0.709203702326513	9.77981636737479e-05	0.767941113025291	0.00137959038978235	0.00137959038978235	9.77981636737479e-05
ZNF517	-1.61035241494373	0.000720621542909548	-1.54411370160219	0.00137981700087038	0.00137981700087038	0.000720621542909548
MYOZ1	-1.71805142462106	0.00108705636331185	-1.6593395628977	0.0013799103323333	0.0013799103323333	0.00108705636331185
POGLUT1	0.909880697252521	0.00175616089962964	0.967941254192512	0.00138059221551747	0.00175616089962964	0.00138059221551747
ERLEC1	0.878604962298481	0.00190566648194937	0.936241479571458	0.00138127162350222	0.00190566648194937	0.00138127162350222
POLR3B	-0.997740934472375	5.00106386549737e-08	-0.941599954344265	0.00138409614007499	0.00138409614007499	5.00106386549737e-08
NDOR1	-1.18460854465364	0.00111009619228718	-1.11919011156216	0.0013843495726018	0.0013843495726018	0.00111009619228718
C16orf61	0.786372560669799	0.000170682814294938	0.846104059878491	0.00138592915349746	0.00138592915349746	0.000170682814294938
CSRP2BP	-0.911560466900124	2.79097516189876e-06	-0.852833349995275	0.00138778010650459	0.00138778010650459	2.79097516189876e-06
ZNF275	0.733283409181252	4.77644601786723e-06	0.793728198932506	0.00139381261751226	0.00139381261751226	4.77644601786723e-06
SLC35B3	0.875329548584926	4.80113946538278e-05	0.934037683991875	0.00139601409932879	0.00139601409932879	4.80113946538278e-05
LOC100507424	1.79648629209223	0.0145528430034746	1.81509141710017	0.00139841147512189	0.0145528430034746	0.00139841147512189
IFT27	-1.06920518435386	3.13123757090433e-05	-1.00859101671607	0.00139841147512189	0.00139841147512189	3.13123757090433e-05
LOC644961	1.17299247547247	0.00094085343835103	1.22851763431993	0.00139906872731829	0.00139906872731829	0.00094085343835103
OCLM	1.97036826608784	0.0141197458833074	1.99194529095298	0.00140105819902774	0.0141197458833074	0.00140105819902774
HK2	0.645445651384723	3.54150337513428e-06	0.705545063196776	0.00141041872486648	0.00141041872486648	3.54150337513428e-06
ZNF324	1.00366870033468	0.00017349356036537	1.06363392784994	0.00141118134852041	0.00141118134852041	0.00017349356036537
JUN	1.18024988583596	0.00561193610205462	1.24676954282484	0.00141162439822458	0.00561193610205462	0.00141162439822458
CNDP2	-0.816043483541903	2.86561860368371e-06	-0.755632883928199	0.00141187505940028	0.00141187505940028	2.86561860368371e-06
PIGF	0.967349471441025	0.000105658882355609	1.02588555760744	0.00141190496599385	0.00141190496599385	0.000105658882355609
TAB1	-0.989012265035454	0.00020469223887359	-0.927413922147311	0.00141200111745113	0.00141200111745113	0.00020469223887359
NIPAL3	0.769479317958475	3.44919803769124e-06	0.828570888738734	0.00141244171265707	0.00141244171265707	3.44919803769124e-06
SIN3B	-0.892405229714185	5.11534373523001e-05	-0.830783901624499	0.00142205785664225	0.00142205785664225	5.11534373523001e-05
LOC147727	-1.05425436947823	1.91348122994336e-05	-0.995443294585244	0.00142407436379176	0.00142407436379176	1.91348122994336e-05
EHD4	0.741403798029885	0.000933134274482274	0.802649426928947	0.00142407436379176	0.00142407436379176	0.000933134274482274
LOC554206	1.30069949533865	0.00307276684287317	1.3545974154411	0.00142860147018254	0.00307276684287317	0.00142860147018254
CD2BP2	-0.819242033921821	3.82218465777131e-07	-0.759704165935867	0.00144140448954826	0.00144140448954826	3.82218465777131e-07
PXDN	-4.43543322231527	1	-4.37652373715352	0.001442095363432	1	0.001442095363432
LRPAP1	-0.995291342920145	0.000489427388334025	-0.932394822114059	0.00144297376470005	0.00144297376470005	0.000489427388334025
TTC21A	1.06553443245282	0.000216804702637217	1.12517935647268	0.00144322283372677	0.00144322283372677	0.000216804702637217
TGFB1I1	-2.02210385308065	0.00179812590769551	-1.95481519165009	0.00144442238768117	0.00179812590769551	0.00144442238768117
SAMD1	-1.16560870609856	0.000696147926297896	-1.1005145019206	0.0014489499393519	0.0014489499393519	0.000696147926297896
SKA3	-0.934280058527547	8.14396880738516e-05	-0.875702277920239	0.00144895288069407	0.00144895288069407	8.14396880738516e-05
AP1S3	0.97465284028832	0.00119043371275156	1.03064118233119	0.0014517247835428	0.0014517247835428	0.00119043371275156
INTS6	0.769471330350979	0.00141456666421713	0.826723115892093	0.00145769081875397	0.00145769081875397	0.00141456666421713
SCARNA2	1.48797069979586	0.00364811243678852	1.54623725240756	0.00145796629001573	0.00364811243678852	0.00145796629001573
MAN2B1	0.931927684304923	0.00609897767521952	0.996342333337729	0.00145797293079076	0.00609897767521952	0.00145797293079076
IK	0.69190671775425	0.000379954332671692	0.752065701539099	0.00145800539653082	0.00145800539653082	0.000379954332671692
SEC31A	0.645927199804691	8.73039926025152e-06	0.70608374045385	0.0014583972727474	0.0014583972727474	8.73039926025152e-06
LOC728323	1.6039655555502	0.0188314716125851	1.6488408615578	0.00146128503691107	0.0188314716125851	0.00146128503691107
KIAA1967	-0.864653097019969	4.85814359819496e-05	-0.802946772902539	0.00146835903130591	0.00146835903130591	4.85814359819496e-05
C10orf2	-0.867933671757478	1.11950116811986e-05	-0.807231767307464	0.00147448580442952	0.00147448580442952	1.11950116811986e-05
JMJD8	-1.07372050785001	0.000630017422197449	-1.01041185306508	0.00147448580442952	0.00147448580442952	0.000630017422197449
ANKRD18A	-2.99901890712071	0.00263675710371932	-2.94247634580086	0.00147988099308064	0.00263675710371932	0.00147988099308064
MIER2	-1.20250352745183	0.00103702875259538	-1.13710184468705	0.00148820623480358	0.00148820623480358	0.00103702875259538
MTMR9	-0.949976584803306	0.000138481060254341	-0.892005467877681	0.00148820623480358	0.00148820623480358	0.000138481060254341
VPS54	0.902295070166398	0.00137141196749595	0.958689694360367	0.00149062674337996	0.00149062674337996	0.00137141196749595
LOC100272228	1.11546646309192	0.000745896491542679	1.17486271775607	0.00149153378446826	0.00149153378446826	0.000745896491542679
TTC28	-1.29561856591475	0.000696805922265234	-1.23369816283553	0.00149527900443879	0.00149527900443879	0.000696805922265234
TPST1	-1.15854753685566	2.69235735981204e-06	-1.09301067510519	0.0014968403246504	0.0014968403246504	2.69235735981204e-06
CRLS1	0.734232349116155	0.000133579144530334	0.79211716770717	0.00149723585565306	0.00149723585565306	0.000133579144530334
TTC9	-1.04096709080756	0.000834887590545552	-0.982817016303141	0.00149769426971642	0.00149769426971642	0.000834887590545552
OVOL1	-1.99360012173632	0.00210069352499883	-1.92289346330478	0.00149890950733078	0.00210069352499883	0.00149890950733078
GALE	0.858236833418485	0.00157705000211835	0.918189505866668	0.00150066907646282	0.00157705000211835	0.00150066907646282
FAM192A	0.658956856882055	5.35325373387908e-06	0.717434610369816	0.00150255053524429	0.00150255053524429	5.35325373387908e-06
FHL3	-1.08383355463369	0.000322364976870849	-1.02237160230226	0.00150531243280034	0.00150531243280034	0.000322364976870849
SOBP	-1.82283989179535	0.00108313956069381	-1.76289407311557	0.00151129584044049	0.00151129584044049	0.00108313956069381
ASF1B	0.820881703279349	0.00299343482414403	0.880968952587043	0.00151477583202902	0.00299343482414403	0.00151477583202902
AIFM3	-2.1577115531068	0.00552986628551532	-2.10077440873962	0.00152365179601158	0.00552986628551532	0.00152365179601158
HMGB2	0.694260294845289	0.000503196964711253	0.752282424937484	0.00152452012758074	0.00152452012758074	0.000503196964711253
VN1R1	-1.77282275777975	0.00290947121304128	-1.72634698018986	0.00152541096496672	0.00290947121304128	0.00152541096496672
ECH1	0.809027003791852	0.00374857803792185	0.870675796624676	0.00153157103874174	0.00374857803792185	0.00153157103874174
ORMDL1	0.814778548208742	0.00179003428881864	0.873134625645632	0.00153215683974321	0.00179003428881864	0.00153215683974321
XYLT2	-1.0368329187231	0.00056526630843542	-0.975590714497271	0.00153810840308206	0.00153810840308206	0.00056526630843542
GOSR2	0.673405742440952	4.71839172667326e-06	0.733037744591248	0.00153935339349972	0.00153935339349972	4.71839172667326e-06
WHSC2	-1.10990949474366	0.000975101693379856	-1.04551909405863	0.00154236295222464	0.00154236295222464	0.000975101693379856
ZNF330	0.705495507528379	0.000126462535739094	0.765487491683726	0.00154802406525816	0.00154802406525816	0.000126462535739094
STK3	1.14330753638835	0.00272348099008897	1.20042439181007	0.00154827626427591	0.00272348099008897	0.00154827626427591
IQGAP2	-0.841191636033766	2.24279554977438e-05	-0.782029885786615	0.0015539735907886	0.0015539735907886	2.24279554977438e-05
PPOX	-1.01874177180947	2.05145019892232e-05	-0.958473243110268	0.00155405323881498	0.00155405323881498	2.05145019892232e-05
TAPT1	0.942280545749701	2.27848740703215e-05	1.0016003712859	0.00155436678118173	0.00155436678118173	2.27848740703215e-05
TMEM161A	-1.18832978130663	0.000904517686231176	-1.12345485069831	0.00155617739127934	0.00155617739127934	0.000904517686231176
RBBP6	0.694106457257334	0.00059136393003924	0.754191295146313	0.00155845414347714	0.00155845414347714	0.00059136393003924
PHF6	0.909306987378349	0.00636143737858205	0.965066920352651	0.00156073789550498	0.00636143737858205	0.00156073789550498
PPT2-EGFL8	-1.5425131266074	0.000747593830922057	-1.48056859457171	0.00156413545135336	0.00156413545135336	0.000747593830922057
CLPX	0.748958418590795	0.00102615578452454	0.806687516539561	0.00156669943284257	0.00156669943284257	0.00102615578452454
FKBP1AP1	2.0000824858544	0.0124199855187946	2.02092606349145	0.00156775393429039	0.0124199855187946	0.00156775393429039
LBR	0.753693875996388	0.00197916476526766	0.81175649762448	0.00157129289944739	0.00197916476526766	0.00157129289944739
VPS26A	0.962368233162834	0.00609719737227967	1.01959091186496	0.00157226096980134	0.00609719737227967	0.00157226096980134
KRT10	0.951907185714798	0.000187242650700378	1.00923558483938	0.00157455178807402	0.00157455178807402	0.000187242650700378
GLRX2	1.1034359774853	0.000524831135605548	1.16115574331025	0.00157623523968882	0.00157623523968882	0.000524831135605548
ENO1	0.736911868656716	0.000957279245879745	0.798258569387664	0.00158130654420896	0.00158130654420896	0.000957279245879745
UXS1	-0.849086839964139	7.76749976186085e-06	-0.790070207401614	0.0015817782742682	0.0015817782742682	7.76749976186085e-06
BUB1B	-0.84804920338689	7.17635383829356e-05	-0.789306318768296	0.00158248117473802	0.00158248117473802	7.17635383829356e-05
VARS	-1.12628756285542	0.00130196470478855	-1.06142399761357	0.00158719990264547	0.00158719990264547	0.00130196470478855
TRIM17	-1.49268850875333	0.00071002130716904	-1.42756668853496	0.00159039624282691	0.00159039624282691	0.00071002130716904
FAM86C1	-1.13324836709945	4.05115361491201e-06	-1.07706680521846	0.00159379660834921	0.00159379660834921	4.05115361491201e-06
RFK	0.970034755685828	0.000134905721168769	1.02680934081772	0.00159734327283915	0.00159734327283915	0.000134905721168769
CIAPIN1	-0.819971556325157	2.16688080526274e-06	-0.761146250956331	0.00159776261320926	0.00159776261320926	2.16688080526274e-06
SPATA13	-0.904498231179942	6.39779673418311e-05	-0.845223143567257	0.00160006186249109	0.00160006186249109	6.39779673418311e-05
RAPGEF2	-1.24535210308398	0.00183879045760294	-1.18572530585974	0.00160006186249109	0.00183879045760294	0.00160006186249109
KIAA0101	0.786129331007678	0.00285438218722589	0.842817351213663	0.00160446108034768	0.00285438218722589	0.00160446108034768
SEC24C	0.660884159356481	0.000103537195863459	0.72169371974229	0.00160446108034768	0.00160446108034768	0.000103537195863459
C4orf43	0.79505817507255	0.00180893300809458	0.852154914453907	0.00160535725710748	0.00180893300809458	0.00160535725710748
TRIT1	0.70064205550118	5.54865990913888e-06	0.759409709109936	0.00160810057164774	0.00160810057164774	5.54865990913888e-06
GALNT3	-2.07441302615829	0.00144181701585354	-2.01585378638963	0.00161511289962478	0.00161511289962478	0.00144181701585354
MLLT11	-0.952907471342083	4.89013869711378e-05	-0.89348730911646	0.00161518561126572	0.00161518561126572	4.89013869711378e-05
MTA1	-1.07303830805907	0.00121147617483032	-1.00896383348933	0.00161518561126572	0.00161518561126572	0.00121147617483032
GNRH1	1.2243143022619	0.00206986622478154	1.2787636408017	0.00161518561126572	0.00206986622478154	0.00161518561126572
SOCS6	-1.10535454361182	0.00026148468462377	-1.04486247150401	0.00161784381532698	0.00161784381532698	0.00026148468462377
KIAA0319L	-0.809868258816756	5.70573875964935e-07	-0.749649084174312	0.00162091213529902	0.00162091213529902	5.70573875964935e-07
LOC100289495	1.45883983281555	0.00678610906092787	1.51212739411134	0.00162104490342279	0.00678610906092787	0.00162104490342279
C14orf2	0.682318864062249	0.000139681655157426	0.740837650710779	0.00162114985427163	0.00162114985427163	0.000139681655157426
HMGCR	-0.853351342235168	0.000125211636916848	-0.795643623868914	0.00162491724575749	0.00162491724575749	0.000125211636916848
SNTA1	-1.43673401762756	0.000387246224390402	-1.37504432192321	0.00162823383301109	0.00162823383301109	0.000387246224390402
CDT1	-1.51727952010755	0.00225900101896022	-1.44833516967815	0.00163010796615283	0.00225900101896022	0.00163010796615283
ARID4B	0.865667957377876	0.00496882291017028	0.922037439996199	0.00163688002359958	0.00496882291017028	0.00163688002359958
LOC613037	-1.14688605184507	0.000126143473170772	-1.0855235566575	0.00163688002359958	0.00163688002359958	0.000126143473170772
GJB2	1.85434622311419	0.0184978426310391	1.90132281521776	0.00164184248978171	0.0184978426310391	0.00164184248978171
PHF1	-0.947864643097244	0.000206929745497918	-0.887202765931081	0.00164677356875528	0.00164677356875528	0.000206929745497918
ALG9	0.728831526427604	6.6353928539791e-06	0.78721442501891	0.0016558817371279	0.0016558817371279	6.6353928539791e-06
ISLR2	1.63594329144619	0.00985659751679071	1.69645590520159	0.00165592108726309	0.00985659751679071	0.00165592108726309
ZKSCAN5	-0.90536477279589	2.22929544134618e-08	-0.843755387368576	0.00165760401917184	0.00165760401917184	2.22929544134618e-08
GCC2	0.937367181485592	0.00685374055883343	0.994644006657539	0.00166126387160392	0.00685374055883343	0.00166126387160392
SEC23B	0.629830447239277	2.70941533464364e-06	0.688975077356601	0.00166612178311789	0.00166612178311789	2.70941533464364e-06
CUL4B	0.801573379179015	0.00332556463478271	0.858566757858233	0.00168903666177464	0.00332556463478271	0.00168903666177464
MYO6	-0.875189144148646	6.46825533139959e-05	-0.816533534348012	0.00168903666177464	0.00168903666177464	6.46825533139959e-05
TTC25	-1.48404205802408	0.00149925976749446	-1.4152313790137	0.00169628144539447	0.00169628144539447	0.00149925976749446
COX18	0.753145185617927	0.0001022232739596	0.812726322996283	0.00169797221027987	0.00169797221027987	0.0001022232739596
TC2N	-1.20897262193148	0.000518974995613706	-1.1516860979393	0.00170222862517182	0.00170222862517182	0.000518974995613706
ADARB2	1.42380816807668	0.00387708485563825	1.4883638002101	0.00170771867835146	0.00387708485563825	0.00170771867835146
GSK3B	0.748941467326292	0.00192314091115585	0.806403555891957	0.00170771867835146	0.00192314091115585	0.00170771867835146
DDX5	0.639732791792532	4.37065512812966e-06	0.69970783417212	0.0017118341057635	0.0017118341057635	4.37065512812966e-06
C1QL3	-1.64166061235438	0.00186888935055568	-1.57304423070769	0.0017150989919753	0.00186888935055568	0.0017150989919753
HADHB	0.657010846661291	2.0656522397745e-05	0.716428834491609	0.00172280455767877	0.00172280455767877	2.0656522397745e-05
TSPAN11	-1.22022708934038	0.000193037449394698	-1.16075149580911	0.00172593423144784	0.00172593423144784	0.000193037449394698
TMEM189	-0.978185214067406	1.27831061559365e-05	-0.917753801609073	0.00173258644018031	0.00173258644018031	1.27831061559365e-05
SIK1	1.15050264525783	0.00438773187095526	1.21621056943384	0.00173278641281813	0.00438773187095526	0.00173278641281813
LPCAT1	-0.835371760585298	2.66817767775668e-05	-0.774254473093812	0.00174084869042545	0.00174084869042545	2.66817767775668e-05
C3orf64	-1.11102781697732	3.91244509881668e-05	-1.05124968416604	0.00174110514989848	0.00174110514989848	3.91244509881668e-05
SNAI3	-1.35637214049049	0.000281922501849812	-1.2931117291591	0.00174381651404817	0.00174381651404817	0.000281922501849812
FKBP5	0.733473962877771	0.00193539687908797	0.792455931001809	0.00174867989784628	0.00193539687908797	0.00174867989784628
TMEM115	-1.06124986472053	0.000155416469531168	-0.999613811372596	0.00174873661613942	0.00174873661613942	0.000155416469531168
COIL	0.723308996935626	1.82039365843336e-05	0.781677124253255	0.00174873661613942	0.00174873661613942	1.82039365843336e-05
MBD5	1.02228630540858	0.00198556317714314	1.0803475252095	0.00175076391264957	0.00198556317714314	0.00175076391264957
SKP1	0.679598766036649	0.000530840490730874	0.738068188737989	0.00175592864877107	0.00175592864877107	0.000530840490730874
SGOL2	1.01746973552579	0.0055054777411023	1.07352096842846	0.00175613187240328	0.0055054777411023	0.00175613187240328
WDR13	0.851960607705446	0.00287403493954708	0.913867291590504	0.00175850226151577	0.00287403493954708	0.00175850226151577
RAP2B	-0.806020792770717	8.40978233219971e-08	-0.745753309854941	0.00176690331134826	0.00176690331134826	8.40978233219971e-08
APC2	-1.41027044810471	0.000355361106363762	-1.34755393293977	0.00177163082780891	0.00177163082780891	0.000355361106363762
CBR1	-0.854033575284519	5.48100312760084e-06	-0.795242718452147	0.00177215261427535	0.00177215261427535	5.48100312760084e-06
ARMC7	-1.05422854231096	7.67470269926087e-06	-0.994037469367483	0.00177337642552278	0.00177337642552278	7.67470269926087e-06
CLCC1	0.792750136743643	0.00105763356977493	0.84934361312592	0.00178342948952843	0.00178342948952843	0.00105763356977493
RPL3	0.700716739935694	0.000663991400057984	0.759536517463478	0.00178703466926841	0.00178703466926841	0.000663991400057984
C8orf38	0.960357327775777	3.63762203991705e-05	1.0161516560195	0.00178864975086862	0.00178864975086862	3.63762203991705e-05
CCDC22	0.924751653166099	0.00136243712774261	0.987406637041937	0.00178938684051262	0.00178938684051262	0.00136243712774261
TNFAIP6	1.4272826451811	0.00582867312961294	1.48337817652604	0.0017933718993392	0.00582867312961294	0.0017933718993392
MIS18A	-0.930975942245379	4.69362979148724e-05	-0.871871875922256	0.00179688550916919	0.00179688550916919	4.69362979148724e-05
CIRBP	0.6733347399058	0.000281869901156843	0.734049711064972	0.00179697153494697	0.00179697153494697	0.000281869901156843
SEC23A	0.788610245886029	0.00349230091752206	0.845220599388663	0.00179697153494697	0.00349230091752206	0.00179697153494697
MANEAL	1.03908709304544	0.00180111592429256	1.09798490146744	0.00179797739601206	0.00180111592429256	0.00179797739601206
RORA	1.45899481076275	0.00659028693976546	1.5156045074973	0.00180109566897748	0.00659028693976546	0.00180109566897748
WIBG	-0.849989086654902	3.06254862756596e-08	-0.788549930224643	0.00180173482695842	0.00180173482695842	3.06254862756596e-08
COPS4	0.721992149635112	0.000295467122851567	0.780867017594781	0.00180173482695842	0.00180173482695842	0.000295467122851567
LOC144438	0.80329163990155	0.00176637523518069	0.862123347845856	0.00181377725337446	0.00181377725337446	0.00176637523518069
TMEM50B	0.856045933458941	0.000606919445479036	0.913664108834643	0.00182155474514365	0.00182155474514365	0.000606919445479036
MOSPD3	-1.24181540173125	0.000277265231055893	-1.17856557875349	0.00182525928117139	0.00182525928117139	0.000277265231055893
ZC3H6	1.06007074615263	0.00369904417901158	1.11368756756832	0.00182654461144124	0.00369904417901158	0.00182654461144124
LOC100507217	0.875849682064449	0.00308624749672109	0.933743359192225	0.00183617933956226	0.00308624749672109	0.00183617933956226
RNMTL1	0.793694926660595	0.000119923204456663	0.853397283792041	0.00183644839522024	0.00183644839522024	0.000119923204456663
GLIPR2	-1.36239153007035	0.00048472297423793	-1.30218873952337	0.00184040715683497	0.00184040715683497	0.00048472297423793
HAT1	0.800895450385069	0.00428144852209065	0.859468277338824	0.00184133536849295	0.00428144852209065	0.00184133536849295
SNX17	0.696974870112487	0.000661434726902948	0.757876929186603	0.00184203096116218	0.00184203096116218	0.000661434726902948
BICD1	-0.881672660808057	1.9136072426868e-07	-0.820430312401476	0.00184782765953787	0.00184782765953787	1.9136072426868e-07
YTHDF2	-0.769936874736306	1.10740798501269e-07	-0.710383310805938	0.00184784395078853	0.00184784395078853	1.10740798501269e-07
SPNS2	-1.69637748494575	0.00315470976689161	-1.63709366742633	0.00184784395078853	0.00315470976689161	0.00184784395078853
SMARCC1	-0.852950471278138	7.07966735226485e-05	-0.791858071112024	0.00185540031741603	0.00185540031741603	7.07966735226485e-05
GPR137	-1.05759873255667	0.000358548052018927	-0.994239189344507	0.00185820807588969	0.00185820807588969	0.000358548052018927
CYP27B1	-1.61872827101431	0.00200537837397789	-1.54667185156328	0.00187361290863414	0.00200537837397789	0.00187361290863414
LYPD6B	1.06720775725292	0.000383596560757029	1.12597086137073	0.00187413552296757	0.00187413552296757	0.000383596560757029
ALOX15B	-2.06583551488784	0.0085033095059429	-2.00809047010789	0.00187668732961715	0.0085033095059429	0.00187668732961715
CHKA	-0.861502301891485	6.09365564154389e-05	-0.802593770631252	0.00187824390683515	0.00187824390683515	6.09365564154389e-05
MEST	-2.00551805565666	1	-1.94704418412243	0.0018787162447705	1	0.0018787162447705
LOC388588	-2.32415170519741	0.0123802686993955	-2.21744158389531	0.00187995237676523	0.0123802686993955	0.00187995237676523
SMAD5	-1.00349852979623	0.000863406179010951	-0.946054337986456	0.00187995237676523	0.00187995237676523	0.000863406179010951
FOXRED2	-1.03773068636842	0.00047545559024049	-0.975559831195101	0.00187999971042918	0.00187999971042918	0.00047545559024049
EDARADD	-1.15082607199093	1.20861207300964e-05	-1.09149614458085	0.00188297022975143	0.00188297022975143	1.20861207300964e-05
CHAC2	1.07417675263313	0.00100215705277555	1.12975826489787	0.00189466092175009	0.00189466092175009	0.00100215705277555
DBF4	0.780521922284967	0.00194013394868085	0.837624287096096	0.00189628373154834	0.00194013394868085	0.00189628373154834
OTUD6B	0.901490496520983	0.00356488209882809	0.958414440159907	0.00190383543175727	0.00356488209882809	0.00190383543175727
ZNF404	1.39040000655291	0.00437629843096642	1.44331209496635	0.0019047504790116	0.00437629843096642	0.0019047504790116
