id	DESeq2_logFC	DESeq2_padj	edgeR_logFC	edgeR_padj	maxPadj	minPadj
PTPN14	-5.93756803090258	5.1352465941009e-28	-5.88325935988289	1.2174473647406e-23	1.2174473647406e-23	5.1352465941009e-28
FREM1	-6.09443550017608	1.55632466816485e-16	-5.94730426491305	1.21900360540851e-23	1.55632466816485e-16	1.21900360540851e-23
TGM5	10.8533929810222	1.45256153233546e-10	11.3227696802533	1.23223185054544e-23	1.45256153233546e-10	1.23223185054544e-23
ADAMTS7	-4.68421107399419	3.00144223649692e-27	-4.61169908132801	1.23873230802584e-23	1.23873230802584e-23	3.00144223649692e-27
SCN4A	-4.00517002282164	6.68093908597611e-35	-3.94155577758858	1.33322753580364e-23	1.33322753580364e-23	6.68093908597611e-35
COX17	2.3875199700407	2.10749502673816e-32	2.44568373282994	1.35605065561887e-23	1.35605065561887e-23	2.10749502673816e-32
SLC43A3	2.16614867205099	2.92143708116265e-45	2.22637120722507	1.39600041861904e-23	1.39600041861904e-23	2.92143708116265e-45
ST7	2.26813161853837	2.26592636791486e-43	2.32665491482567	1.40393102927501e-23	1.40393102927501e-23	2.26592636791486e-43
FAM21B	4.50622062328781	1.61059921731058e-24	4.5456457026769	1.41768721629858e-23	1.41768721629858e-23	1.61059921731058e-24
UGT3A1	-6.11017178616001	1.61993269284954e-16	-5.96215774348274	1.42782292972591e-23	1.61993269284954e-16	1.42782292972591e-23
SOX15	-4.12786448106138	1.83741034643122e-37	-4.06755892094353	1.47183961791727e-23	1.47183961791727e-23	1.83741034643122e-37
RWDD2B	3.03823891354185	4.66679084054981e-41	3.09586062233029	1.47183961791727e-23	1.47183961791727e-23	4.66679084054981e-41
IDH1	-2.72910934598031	8.43288646259711e-35	-2.67094546765695	1.4981277387595e-23	1.4981277387595e-23	8.43288646259711e-35
UNC13A	-6.36657712640907	1.16154542672777e-14	-6.29061502553923	1.51520724579445e-23	1.16154542672777e-14	1.51520724579445e-23
JUP	-3.70177698695443	6.3214250513368e-27	-3.63710049476356	1.57176390020923e-23	1.57176390020923e-23	6.3214250513368e-27
B4GALT1	2.20505553584917	3.69135943641022e-46	2.26478089892608	1.66420205076376e-23	1.66420205076376e-23	3.69135943641022e-46
DLGAP3	-5.67574566010991	5.37761609811091e-29	-5.59531411761448	1.68720026163765e-23	1.68720026163765e-23	5.37761609811091e-29
SUN2	2.48110490958978	7.57461697445777e-30	2.54280949945405	1.69568885620127e-23	1.69568885620127e-23	7.57461697445777e-30
SLC25A29	-3.21084911140878	2.65566890480168e-29	-3.14801471669576	1.71881709934722e-23	1.71881709934722e-23	2.65566890480168e-29
EGF	-6.2337828631473	1.64274928704597e-14	-6.06803734224951	1.73401238085195e-23	1.64274928704597e-14	1.73401238085195e-23
GRAP2	7.21091545821021	9.90625290269453e-21	7.17938621083617	1.77533086458166e-23	9.90625290269453e-21	1.77533086458166e-23
PYROXD1	3.09430476453286	6.78265885192699e-39	3.14940776410749	1.78038412617389e-23	1.78038412617389e-23	6.78265885192699e-39
C17orf99	8.30744794790309	3.2292064326087e-12	8.78336136805703	1.90385955978101e-23	3.2292064326087e-12	1.90385955978101e-23
PCDHB16	-7.78064511457366	2.598038968929e-10	-7.54251041057146	1.94246626527187e-23	2.598038968929e-10	1.94246626527187e-23
SLC22A31	-6.96357912697768	7.08299630411207e-14	-6.75759878295684	1.95549953331305e-23	7.08299630411207e-14	1.95549953331305e-23
AK5	-5.47703929647114	1.40128288427468e-22	-5.34627898386953	2.07025962388239e-23	1.40128288427468e-22	2.07025962388239e-23
CDH13	-5.70035382115537	2.18109143091227e-19	-5.57753650400633	2.08224956742607e-23	2.18109143091227e-19	2.08224956742607e-23
KLHL25	-3.35047097370487	5.7663662896205e-38	-3.29072768329564	2.09570299540403e-23	2.09570299540403e-23	5.7663662896205e-38
ARNTL2	2.52646465932937	1.96185511648473e-25	2.58258443656161	2.09570299540403e-23	2.09570299540403e-23	1.96185511648473e-25
PRPS2	2.1987021631607	1.00261809511025e-46	2.2567511517761	2.22407525168959e-23	2.22407525168959e-23	1.00261809511025e-46
MYO1F	3.30654577520596	1.75355583472249e-34	3.36614746939448	2.25422415328467e-23	2.25422415328467e-23	1.75355583472249e-34
RASSF4	2.42575066345439	2.22420916731729e-32	2.48605468487626	2.31564937556871e-23	2.31564937556871e-23	2.22420916731729e-32
TANK	3.0417064756849	1.97643255252532e-21	3.09689164854347	2.32156987845817e-23	1.97643255252532e-21	2.32156987845817e-23
CNTNAP3	-4.67673696794132	7.64179621990465e-30	-4.59174236738219	2.43908671449053e-23	2.43908671449053e-23	7.64179621990465e-30
FLRT2	-6.92845447949936	1.10067440619553e-18	-6.78040573965854	2.51883450624176e-23	1.10067440619553e-18	2.51883450624176e-23
BAIAP2	-3.76979716482532	2.69939306170012e-40	-3.70672373262162	2.5331730126012e-23	2.5331730126012e-23	2.69939306170012e-40
PREX1	2.56810047005507	2.09295952964956e-24	2.63026529965856	2.58428355600473e-23	2.58428355600473e-23	2.09295952964956e-24
SMTNL2	-9.04686361758261	1.4739916414895e-12	-9.91476865772077	2.62547808494367e-23	1.4739916414895e-12	2.62547808494367e-23
ZBTB38	4.30500820642527	1.61514926964408e-20	4.36059538806833	2.70731665446656e-23	1.61514926964408e-20	2.70731665446656e-23
SULF1	-6.25829945539983	6.76222348760929e-26	-6.16131896557876	2.80651882478146e-23	2.80651882478146e-23	6.76222348760929e-26
RAMP2	-5.18221194205275	2.80453395770971e-26	-5.08755934730055	2.84150864934245e-23	2.84150864934245e-23	2.80453395770971e-26
NECAP2	2.13689881557248	8.89763414168704e-60	2.1967396687686	2.84203912373952e-23	2.84203912373952e-23	8.89763414168704e-60
TMEM200C	-8.48177292290663	1.55914738090221e-11	-8.24823375592333	2.8456704517795e-23	1.55914738090221e-11	2.8456704517795e-23
DDAH2	-3.37454749562508	1.28789449948909e-31	-3.3118387493338	2.84843123088321e-23	2.84843123088321e-23	1.28789449948909e-31
DRAM1	2.55228400398108	2.75967632163052e-29	2.61000145173816	2.94142261877524e-23	2.94142261877524e-23	2.75967632163052e-29
SH2D5	-4.2898730159575	1.23129071315021e-29	-4.22129187322138	2.99234174955037e-23	2.99234174955037e-23	1.23129071315021e-29
MLLT6	2.69729875089206	1.99761483409492e-22	2.7578254023471	3.02357396714557e-23	1.99761483409492e-22	3.02357396714557e-23
ELOVL6	-2.73441908677058	1.37328941194597e-36	-2.67494957740368	3.04160895998059e-23	3.04160895998059e-23	1.37328941194597e-36
RSAD2	5.70622828788172	1.2525269496103e-14	5.64600912662844	3.1239994346013e-23	1.2525269496103e-14	3.1239994346013e-23
VASN	-5.30529847553055	2.40085838504281e-28	-5.2250983894643	3.17858355002654e-23	3.17858355002654e-23	2.40085838504281e-28
LPPR5	-8.79795368896131	4.26448473605582e-12	-9.66526560614252	3.3090865200323e-23	4.26448473605582e-12	3.3090865200323e-23
NKAIN4	-7.76083345268328	5.44817957920728e-12	-7.49266233036679	3.36684995706999e-23	5.44817957920728e-12	3.36684995706999e-23
SCAMP5	-2.98897205300832	3.517180812328e-34	-2.92738533298064	3.41205503165308e-23	3.41205503165308e-23	3.517180812328e-34
LINC00176	6.09216952114151	3.24655193166053e-24	6.14226465933711	3.4204442099043e-23	3.4204442099043e-23	3.24655193166053e-24
WIF1	-6.23492951035181	8.09571764665006e-15	-6.06388464494194	3.61466521113692e-23	8.09571764665006e-15	3.61466521113692e-23
ALDOC	2.62324141319669	1.79057107927815e-23	2.68402494663945	3.72455496869442e-23	3.72455496869442e-23	1.79057107927815e-23
MEX3D	-4.1428530503615	6.41036084909143e-28	-4.0712174654172	3.7361854805652e-23	3.7361854805652e-23	6.41036084909143e-28
LOC100287314	-7.09426146556828	5.77846531051721e-11	-6.81637153882411	3.86524829238031e-23	5.77846531051721e-11	3.86524829238031e-23
GUCA1A	-6.82218686580032	1.26486201544545e-18	-6.68306186405197	3.91052527075331e-23	1.26486201544545e-18	3.91052527075331e-23
ZNF562	3.14757442155034	6.21676581476548e-37	3.19957759419442	3.99645832057244e-23	3.99645832057244e-23	6.21676581476548e-37
LOC100131096	2.93309001374448	2.44578081722336e-42	2.99412766413884	4.08587086769518e-23	4.08587086769518e-23	2.44578081722336e-42
CMKLR1	3.57607368747329	8.71537190253037e-25	3.63295329461613	4.43052255309195e-23	4.43052255309195e-23	8.71537190253037e-25
DDHD2	2.37256534842069	1.600831312756e-31	2.42965096587279	4.71689257585157e-23	4.71689257585157e-23	1.600831312756e-31
IRF2BP2	2.17115135143882	3.54018975283368e-36	2.22988636714835	4.75441024654233e-23	4.75441024654233e-23	3.54018975283368e-36
TULP1	-7.78235405161534	2.13875446661154e-10	-7.51521372255042	4.86645348322275e-23	2.13875446661154e-10	4.86645348322275e-23
TMBIM4	2.93066969325783	7.49332292525411e-29	2.9862373617019	4.92653084795369e-23	4.92653084795369e-23	7.49332292525411e-29
C13orf33	-8.74966940179028	5.52970501941168e-12	-9.61770319300402	4.98668388974767e-23	5.52970501941168e-12	4.98668388974767e-23
HCFC2	3.79967307276832	7.0152532040727e-30	3.84873304088181	5.1217726498747e-23	5.1217726498747e-23	7.0152532040727e-30
TRIM46	-3.58598604397065	1.79916535257325e-33	-3.52532927145283	5.18371348337199e-23	5.18371348337199e-23	1.79916535257325e-33
COL13A1	-6.08931990506751	2.33191823408156e-16	-5.9381404517713	5.24692246451633e-23	2.33191823408156e-16	5.24692246451633e-23
LGALS3	2.73188417045722	6.46191263620338e-35	2.78826863850996	5.26673786754868e-23	5.26673786754868e-23	6.46191263620338e-35
MYC	2.21109318796111	7.1986031464734e-35	2.2721840650325	5.31187882827423e-23	5.31187882827423e-23	7.1986031464734e-35
TUBB2B	-3.34117963574762	1.20394736364228e-27	-3.27733682656674	5.33255463907998e-23	5.33255463907998e-23	1.20394736364228e-27
RHOV	3.15295962103023	3.69640229296652e-28	3.21258113772456	5.36501517485425e-23	5.36501517485425e-23	3.69640229296652e-28
PGLYRP4	8.78775464056564	5.65599082604751e-13	9.25809723723365	5.56136722790518e-23	5.65599082604751e-13	5.56136722790518e-23
IL23R	8.50586495994382	1.59819643753594e-12	8.9697665089471	5.57215161403829e-23	1.59819643753594e-12	5.57215161403829e-23
TRIM45	-3.08889597349153	2.05497351242466e-45	-3.0319422589573	5.61351824734539e-23	5.61351824734539e-23	2.05497351242466e-45
GAS6	-4.01711832017479	3.7145216030431e-28	-3.95493204809317	5.62284871590468e-23	5.62284871590468e-23	3.7145216030431e-28
BGN	-9.03018348818373	1.75715086609219e-12	-9.89817154368095	5.67202576234268e-23	1.75715086609219e-12	5.67202576234268e-23
TIGIT	6.73475662488744	1.84904998500668e-20	6.71585831247417	6.01059302473312e-23	1.84904998500668e-20	6.01059302473312e-23
SNCB	-6.87650364874975	9.56899818205323e-14	-6.67169348135663	6.36519185291843e-23	9.56899818205323e-14	6.36519185291843e-23
PTCHD2	-5.40038642157088	2.4632310525614e-24	-5.30787671148365	6.62485705904657e-23	6.62485705904657e-23	2.4632310525614e-24
HS6ST3	-7.78634397603561	2.97551004912037e-10	-7.54812803335962	6.76542876062482e-23	2.97551004912037e-10	6.76542876062482e-23
BFSP1	-7.03193257219678	1.41029624819819e-10	-6.76069233008332	7.46364853721961e-23	1.41029624819819e-10	7.46364853721961e-23
CCDC169	-8.52421062593127	1.33344498675644e-11	-9.39203249268258	7.5187582224757e-23	1.33344498675644e-11	7.5187582224757e-23
TXLNB	5.49752004113979	2.66049134407527e-22	5.52397457740927	7.553096591874e-23	2.66049134407527e-22	7.553096591874e-23
SH3BGRL	2.61346638531277	1.82610185406014e-22	2.67062045896525	7.68445013931866e-23	1.82610185406014e-22	7.68445013931866e-23
IL6R	2.87391280138206	1.1113471594943e-38	2.93371502939845	8.14807558290758e-23	8.14807558290758e-23	1.1113471594943e-38
CD244	9.19307744070403	6.86732993348446e-14	9.6617454533738	8.17823118981465e-23	6.86732993348446e-14	8.17823118981465e-23
SLC2A4	-5.18226519638751	2.4478832020958e-28	-5.09720446649131	8.19023491796799e-23	8.19023491796799e-23	2.4478832020958e-28
PPP2R3A	-5.14823467919793	1.02330402121022e-25	-5.09898802673242	8.29636445504369e-23	8.29636445504369e-23	1.02330402121022e-25
ACACB	-3.41230963677882	1.66952349163541e-42	-3.35013409544008	8.59804942447512e-23	8.59804942447512e-23	1.66952349163541e-42
HSPA4L	3.14791111575065	1.01407477676439e-24	3.20464237071718	8.7519360048886e-23	8.7519360048886e-23	1.01407477676439e-24
ACSS1	2.7242896833412	1.14563153887893e-27	2.78434510982342	8.97684200023601e-23	8.97684200023601e-23	1.14563153887893e-27
C7orf51	-4.78370378221343	8.12807800566754e-30	-4.69547423561462	9.01929509946918e-23	9.01929509946918e-23	8.12807800566754e-30
PLA2G16	-3.1379148643239	1.99424784117915e-29	-3.07673831637242	9.08297552831799e-23	9.08297552831799e-23	1.99424784117915e-29
LOC100287177	4.38368610184173	1.24550680898096e-23	4.42106150542934	9.13436887150648e-23	9.13436887150648e-23	1.24550680898096e-23
IGF1R	-4.61342033854525	1.02534915977089e-25	-4.55434831141006	9.22139475040869e-23	9.22139475040869e-23	1.02534915977089e-25
SHISA4	-5.37887706579771	5.37822266577146e-24	-5.28486293143432	9.23357426688133e-23	9.23357426688133e-23	5.37822266577146e-24
IDH3A	2.19532473741761	1.40789966936847e-45	2.25351804849589	9.4961081553276e-23	9.4961081553276e-23	1.40789966936847e-45
KCNK17	-8.59725686302949	1.07828680101782e-11	-9.46514377486343	9.68105232199061e-23	1.07828680101782e-11	9.68105232199061e-23
F3	-6.86574675246266	9.56091260213015e-14	-6.66179024914068	1.01761700248143e-22	9.56091260213015e-14	1.01761700248143e-22
MCTP1	3.68853205908316	4.89329774464305e-24	3.74532482138871	1.03863784373226e-22	1.03863784373226e-22	4.89329774464305e-24
NIPSNAP3B	5.48180912778166	2.64094513201714e-15	5.45530512539796	1.0421932928566e-22	2.64094513201714e-15	1.0421932928566e-22
TGFBR2	-4.33748458923471	1.69368358192081e-35	-4.28420408711423	1.04682657721631e-22	1.04682657721631e-22	1.69368358192081e-35
DNASE1L3	10.3225370798217	1	10.0497462204819	1.10017015561465e-22	1	1.10017015561465e-22
WASF1	-3.1809707190116	1.46578623658494e-33	-3.12066931097796	1.14637550880038e-22	1.14637550880038e-22	1.46578623658494e-33
ARHGAP22	-4.67590641993287	2.51415227042968e-28	-4.61299161675999	1.14874561806738e-22	1.14874561806738e-22	2.51415227042968e-28
UTF1	-9.73700429483599	1.29191294167586e-13	-10.6046947679278	1.159760874843e-22	1.29191294167586e-13	1.159760874843e-22
PDGFD	-7.19649463344155	7.51281928868563e-11	-6.9251561156246	1.16503624216269e-22	7.51281928868563e-11	1.16503624216269e-22
HIPK2	2.18632627100436	2.1770118183376e-32	2.24501824665053	1.19194761504438e-22	1.19194761504438e-22	2.1770118183376e-32
PTMS	-3.20229044779113	2.40036456505998e-27	-3.13807901539266	1.22490864604863e-22	1.22490864604863e-22	2.40036456505998e-27
THSD4	-5.65572252912609	1.34272681629774e-32	-5.55601238516399	1.23334706099517e-22	1.23334706099517e-22	1.34272681629774e-32
PIP5KL1	-5.41259084792457	6.02887064088562e-20	-5.30211528097403	1.2766790078194e-22	6.02887064088562e-20	1.2766790078194e-22
CCDC3	-7.77606556617198	1.94049904060373e-10	-7.50676156973265	1.28266746945564e-22	1.94049904060373e-10	1.28266746945564e-22
PLAC9	-8.90287736875328	4.71145429741017e-12	-9.77130572886468	1.29900462195935e-22	4.71145429741017e-12	1.29900462195935e-22
DTX3L	2.4261852211205	8.90431207289911e-29	2.48245134083071	1.32100245651138e-22	1.32100245651138e-22	8.90431207289911e-29
TMEM106C	2.26911027476019	5.17880369305129e-35	2.32740173101569	1.33691893703834e-22	1.33691893703834e-22	5.17880369305129e-35
ARG2	-2.82423896869067	6.64029927893689e-43	-2.76114342039888	1.33915916130601e-22	1.33915916130601e-22	6.64029927893689e-43
LAMA2	-4.74831454450299	1.71436084273991e-25	-4.67363018159044	1.34095185565418e-22	1.34095185565418e-22	1.71436084273991e-25
KCNN3	2.46966318695459	1.12254495764216e-28	2.52800464601496	1.36068284689868e-22	1.36068284689868e-22	1.12254495764216e-28
NBN	2.57466111807155	8.54120195867371e-23	2.63106449599638	1.3906838351874e-22	1.3906838351874e-22	8.54120195867371e-23
KDM3A	2.06123559603239	1.13090413001012e-56	2.11998271583597	1.414463295587e-22	1.414463295587e-22	1.13090413001012e-56
IL7R	7.88575604046515	6.44733419298658e-11	7.60146701021151	1.51096085106221e-22	6.44733419298658e-11	1.51096085106221e-22
PLD5	-7.84145967625212	1.94191576639516e-10	-7.57101336181196	1.53570137971296e-22	1.94191576639516e-10	1.53570137971296e-22
LOC646329	5.05982210998334	7.82906628958901e-21	5.0820592731657	1.54862329109177e-22	7.82906628958901e-21	1.54862329109177e-22
CCDC125	2.94076466760228	9.92928312110217e-47	2.99793059244747	1.56972679625887e-22	1.56972679625887e-22	9.92928312110217e-47
KCNMB1	5.10798461542339	4.33619387205003e-23	5.15098004382288	1.68310373408137e-22	1.68310373408137e-22	4.33619387205003e-23
SLIT3	-6.43885820698677	3.20057032181042e-12	-6.23551535252048	1.79415751104291e-22	3.20057032181042e-12	1.79415751104291e-22
HS3ST3A1	-8.73468835452997	7.11705516134721e-12	-9.60267780594789	1.80463057163248e-22	7.11705516134721e-12	1.80463057163248e-22
LOC148696	7.7940102359814	9.51282363633919e-11	7.5125534471632	1.83236452096998e-22	9.51282363633919e-11	1.83236452096998e-22
ANKRD33B	2.07527219175541	5.53885174091787e-43	2.13470957389845	2.00607471093559e-22	2.00607471093559e-22	5.53885174091787e-43
GNPDA2	2.92072572542478	5.97072450751829e-31	2.97521734144873	2.05858645107709e-22	2.05858645107709e-22	5.97072450751829e-31
KCTD20	2.22676776613258	9.97753217369268e-31	2.2839362240427	2.06227078546221e-22	2.06227078546221e-22	9.97753217369268e-31
MYO3A	-7.05598520108526	9.17728932300612e-11	-6.78070103694859	2.096627650093e-22	9.17728932300612e-11	2.096627650093e-22
ATP2C2	-6.99317273975198	1.96967484418474e-10	-6.72231571874666	2.26504191664144e-22	1.96967484418474e-10	2.26504191664144e-22
MCHR1	-7.62722097994728	4.49521808235094e-10	-7.36044772420275	2.33271736934072e-22	4.49521808235094e-10	2.33271736934072e-22
RAI1	3.50656145852433	1.80285234946641e-22	3.56982855914835	2.35080984492441e-22	2.35080984492441e-22	1.80285234946641e-22
TCEAL7	-7.86515568570875	2.51160440109418e-10	-7.62819278658132	2.43594755726429e-22	2.51160440109418e-10	2.43594755726429e-22
ZPBP2	8.91617752738379	4.66263146829385e-13	9.38728698083614	2.5086176313594e-22	4.66263146829385e-13	2.5086176313594e-22
IDS	2.17673570353316	3.01626040845062e-32	2.23467828143473	2.51496431576599e-22	2.51496431576599e-22	3.01626040845062e-32
IGFBP4	-4.03864573868197	7.32344535296145e-25	-3.97894898175894	2.5311277836204e-22	2.5311277836204e-22	7.32344535296145e-25
ISYNA1	-3.57520703352479	2.92954382671709e-25	-3.5111419985997	2.59145351164795e-22	2.59145351164795e-22	2.92954382671709e-25
SNX14	2.40387884262756	4.7229400371063e-28	2.46040369660114	2.64777602736328e-22	2.64777602736328e-22	4.7229400371063e-28
ZNF385B	-8.45990950763883	2.15519364856656e-11	-9.32780832001452	2.87941401742893e-22	2.15519364856656e-11	2.87941401742893e-22
LOC100506776	3.94638188825407	1.10652448310249e-26	3.99429700962048	2.94307669625404e-22	2.94307669625404e-22	1.10652448310249e-26
STAMBPL1	2.70476976450766	7.57059548671204e-38	2.75997007033509	2.94535460531383e-22	2.94535460531383e-22	7.57059548671204e-38
HRASLS	-7.76046829771765	2.24918862265011e-10	-7.49142608672802	2.98185708684253e-22	2.24918862265011e-10	2.98185708684253e-22
ADRA2B	-4.95997142188844	8.80479533916007e-26	-4.88283873170131	3.06133955110398e-22	3.06133955110398e-22	8.80479533916007e-26
PLA2G4A	3.52589886915482	1.63168953289886e-29	3.57809142213972	3.06375982350589e-22	3.06375982350589e-22	1.63168953289886e-29
ARHGEF6	2.4171434830143	2.39023841982283e-34	2.47465946205339	3.08269027970703e-22	3.08269027970703e-22	2.39023841982283e-34
ABCA12	6.90050709391701	6.42391227059648e-13	6.76371208543754	3.28390947890653e-22	6.42391227059648e-13	3.28390947890653e-22
LOC100507127	-8.39778860317916	2.84249080332587e-11	-9.2659669962364	3.32210278760993e-22	2.84249080332587e-11	3.32210278760993e-22
ST6GALNAC5	-6.36219998238546	1.09168836593129e-11	-6.16145090467404	3.32740850816247e-22	1.09168836593129e-11	3.32740850816247e-22
C5orf63	3.48105041585365	1.20878145034871e-34	3.5317097134287	3.38548623955531e-22	3.38548623955531e-22	1.20878145034871e-34
ANKS1A	-2.46445631555708	4.12367948308062e-59	-2.40677073880219	3.40294633750221e-22	3.40294633750221e-22	4.12367948308062e-59
CPNE5	4.51735360962407	2.49012277408127e-23	4.57386894308093	3.56341366294996e-22	3.56341366294996e-22	2.49012277408127e-23
HHIPL1	-9.18128145524975	1.74825788999616e-12	-10.0496646166787	3.83608225771504e-22	1.74825788999616e-12	3.83608225771504e-22
DRD4	-6.81512150527597	8.06855254925832e-18	-6.66682147222735	3.8595958861499e-22	8.06855254925832e-18	3.8595958861499e-22
C14orf162	-8.51397044466978	1.78641557154196e-11	-9.38165858745696	3.92005615653615e-22	1.78641557154196e-11	3.92005615653615e-22
TFEC	8.09584354708337	1.8431806510352e-11	7.79842209094322	4.07890576624019e-22	1.8431806510352e-11	4.07890576624019e-22
OSTF1	2.36955892491889	1.73363211292233e-34	2.42647654978688	4.15603980847318e-22	4.15603980847318e-22	1.73363211292233e-34
RNASE1	-6.53210512824644	6.70096981254096e-12	-6.32670866118975	4.18497322774805e-22	6.70096981254096e-12	4.18497322774805e-22
WTIP	-4.9590511459797	2.41531699199356e-27	-4.88446601090845	4.25057555124222e-22	4.25057555124222e-22	2.41531699199356e-27
SARDH	-4.85664774108166	4.91469278740108e-28	-4.78433345308498	4.34524138977025e-22	4.34524138977025e-22	4.91469278740108e-28
IL8	8.92413405219514	5.35042295744067e-13	9.39627033619394	4.37246791285363e-22	5.35042295744067e-13	4.37246791285363e-22
LOC644172	-8.75013416971162	1.07029087060944e-11	-9.61878371668462	4.40149333550876e-22	1.07029087060944e-11	4.40149333550876e-22
CD177	-9.08827520265384	2.63540820604075e-12	-9.95681863358478	4.4541549106666e-22	2.63540820604075e-12	4.4541549106666e-22
MEX3A	-3.76854727480495	9.85424146882124e-25	-3.70498125067585	4.52670327081271e-22	4.52670327081271e-22	9.85424146882124e-25
SLC34A2	-6.23552805159318	1.2022202922245e-14	-6.06141263013708	4.57402654970482e-22	1.2022202922245e-14	4.57402654970482e-22
ICOSLG	2.74295806218023	2.78567401310309e-23	2.80412446031808	4.59001162351816e-22	4.59001162351816e-22	2.78567401310309e-23
HSD17B11	2.62937464499381	6.00458765856536e-28	2.68624611983015	4.70900954873401e-22	4.70900954873401e-22	6.00458765856536e-28
SAMD10	3.513945636033	3.05128372550467e-20	3.57498133368723	4.71468395471932e-22	3.05128372550467e-20	4.71468395471932e-22
SEMA3G	-6.45765534412576	9.35151709452014e-12	-6.25323591310536	4.7977115808508e-22	9.35151709452014e-12	4.7977115808508e-22
INHBE	-4.14750786921529	1.05708649880644e-33	-4.08525293327953	4.80740769500161e-22	4.80740769500161e-22	1.05708649880644e-33
GJC1	-4.35937703248934	1.02298100874756e-24	-4.30254544311965	5.0942759652568e-22	5.0942759652568e-22	1.02298100874756e-24
SYNDIG1L	-8.05627202631065	1.30387616432114e-10	-7.82183869016566	5.41199493686729e-22	1.30387616432114e-10	5.41199493686729e-22
MTMR4	2.00400758509105	9.79465923317969e-57	2.06315167277719	5.53512012325833e-22	5.53512012325833e-22	9.79465923317969e-57
VWA2	-8.79728798921453	6.47001095626773e-12	-9.66549189709711	5.58148574354708e-22	6.47001095626773e-12	5.58148574354708e-22
UBTD1	-3.98440095476645	3.38891956645522e-31	-3.92208764623926	5.85405209202781e-22	5.85405209202781e-22	3.38891956645522e-31
LOC642587	-8.77191425147518	1.03863779239257e-11	-9.64037093530369	5.85878172744216e-22	1.03863779239257e-11	5.85878172744216e-22
NEUROG2	6.63212766770242	1.07085963428055e-15	6.57302834698981	5.91287358202306e-22	1.07085963428055e-15	5.91287358202306e-22
CYTL1	-8.42931763546714	2.7352736099377e-11	-9.29746780211195	5.93674718848267e-22	2.7352736099377e-11	5.93674718848267e-22
UGT8	-3.33623317795434	3.97508342881823e-36	-3.27261118705063	6.10080543313128e-22	6.10080543313128e-22	3.97508342881823e-36
TRIM22	2.2235919504096	1.15157785573877e-27	2.28106930492646	6.15345357524543e-22	6.15345357524543e-22	1.15157785573877e-27
PLXNA4	-5.8233036712057	2.50428238183301e-17	-5.68465323433364	6.19591269432583e-22	2.50428238183301e-17	6.19591269432583e-22
FGD3	3.46057435057816	2.77568618967736e-25	3.52002154760221	6.38659265858384e-22	6.38659265858384e-22	2.77568618967736e-25
RTP1	-7.96450282243472	1.39964749050137e-10	-7.69331953400776	6.57007905744054e-22	1.39964749050137e-10	6.57007905744054e-22
CYP2B6	-7.81230319902251	3.58071361814579e-10	-7.57615040408579	6.62526136768078e-22	3.58071361814579e-10	6.62526136768078e-22
CLLU1OS	8.74079316543915	1.42850185968913e-12	9.21571342258979	6.77816006556479e-22	1.42850185968913e-12	6.77816006556479e-22
LNPEP	4.51972632725334	3.57603593773552e-20	4.57381495130867	7.01084675845687e-22	3.57603593773552e-20	7.01084675845687e-22
DAB2	-7.11890762538224	8.4461249162942e-14	-6.91557312806752	7.05678196354371e-22	8.4461249162942e-14	7.05678196354371e-22
COL23A1	-6.15784627757223	2.59482131781153e-21	-6.04788626536866	7.35205171125127e-22	2.59482131781153e-21	7.35205171125127e-22
WSCD2	-8.5765147014946	1.5743541603059e-11	-9.44470038321766	7.35612467889079e-22	1.5743541603059e-11	7.35612467889079e-22
LPCAT2	-7.66580920730754	4.5571893906696e-10	-7.39612396575422	8.10499491214993e-22	4.5571893906696e-10	8.10499491214993e-22
IL15RA	3.88127418129406	1.01008167485979e-26	3.93445887123907	8.38103465020066e-22	8.38103465020066e-22	1.01008167485979e-26
NRN1	5.4976572266664	5.97579139754838e-19	5.50665107605901	8.55624626943148e-22	5.97579139754838e-19	8.55624626943148e-22
CADM3	-4.32477040925692	1.55707433173482e-29	-4.26002701955837	9.12499421552411e-22	9.12499421552411e-22	1.55707433173482e-29
SNX11	2.08464749513883	6.97977049382051e-51	2.14412345690147	9.20414249683308e-22	9.20414249683308e-22	6.97977049382051e-51
STS	4.06402382776268	6.47445889276593e-20	4.12242109198416	9.58881214318601e-22	6.47445889276593e-20	9.58881214318601e-22
PEX2	2.3157383786053	3.07805770622967e-27	2.37246078176344	9.69978261924251e-22	9.69978261924251e-22	3.07805770622967e-27
UNC13C	8.17516000550845	6.03555605600159e-13	8.23077328142932	9.99834186018487e-22	6.03555605600159e-13	9.99834186018487e-22
TPD52L1	-5.63609053192947	2.31443209066824e-18	-5.51030628441952	1.00624015507786e-21	2.31443209066824e-18	1.00624015507786e-21
FAM100B	2.85730911160679	2.28581113290861e-20	2.919905914278	1.01028298697588e-21	2.28581113290861e-20	1.01028298697588e-21
SRPX	-4.7476344876341	8.76636968689915e-26	-4.67284213794585	1.02572096897164e-21	1.02572096897164e-21	8.76636968689915e-26
APOLD1	4.44863016162358	1.91864911517334e-22	4.48658945475028	1.04869308088579e-21	1.04869308088579e-21	1.91864911517334e-22
KSR2	-4.08212882642097	5.8252760290065e-34	-4.00606872334633	1.06034459356306e-21	1.06034459356306e-21	5.8252760290065e-34
PALM	-4.94038723018946	5.57599670864368e-26	-4.86149082623226	1.0715292921607e-21	1.0715292921607e-21	5.57599670864368e-26
